Monarch,Lineage,Monarch Pop,Parasite,Parasite Pop,Inoc Date,Hatch Date,Pupation,Pupal Score,Emergence,Sex,Weight,Death,Longevity,Logspore,Sqrtspore,survived,inoculated,Infected
91,12,Eastern10,C1F22,Miami,5/15/2011,5/13/2011,5/26/2011,5,6/3/2011,f,0.6578,6/10/2011,7,5.896251114,887.4119675,yes,yes,yes
92,12,Eastern10,C1F22,Miami,5/15/2011,5/13/2011,5/26/2011,3,6/3/2011,f,0.6625,6/12/2011,9,5.962606546,957.8622027,yes,yes,yes
93,12,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/24/2011,4,6/1/2011,m,0.867,6/8/2011,7,5.901731236,893.0285547,yes,yes,yes
94,12,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/24/2011,4,6/2/2011,m,0.6034,6/8/2011,6,6.242417433,1321.930407,yes,yes,yes
95,12,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/24/2011,4,6/2/2011,m,0.6585,6/8/2011,6,5.574032426,612.3724358,yes,yes,yes
96,12,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/25/2011,5,6/2/2011,f,0.7007,6/9/2011,7,5.950608711,944.722181,yes,yes,yes
97,12,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/24/2011,3,6/2/2011,m,0.6429,6/13/2011,11,5.24304053,418.3300131,yes,yes,yes
98,12,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/25/2011,4,6/3/2011,m,0.6618,6/8/2011,5,6.742921501,2352.126697,yes,yes,yes
99,12,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/24/2011,3,6/2/2011,m,0.6721,6/12/2011,10,5.97197174,968.2458369,yes,yes,yes
101,13,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/24/2011,3,6/2/2011,m,0.6465,6/16/2011,14,4.39795738,158.113883,yes,yes,yes
102,13,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/23/2011,3,6/1/2011,m,0.5946,6/10/2011,9,5.827692934,820.0609729,yes,yes,yes
103,13,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/24/2011,4,6/1/2011,m,0.7952,6/12/2011,11,5.041396633,331.6624789,yes,yes,yes
104,13,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/25/2011,3,6/3/2011,m,0.6514,6/14/2011,11,5.875061842,866.0254033,yes,yes,yes
105,13,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/23/2011,3,6/1/2011,m,0.6647,6/14/2011,13,5.824451921,817.0067322,yes,yes,yes
106,13,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/24/2011,4,6/1/2011,f,0.7066,6/10/2011,9,5.779957772,776.2087348,yes,yes,yes
107,13,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/25/2011,3,6/3/2011,m,0.6745,6/11/2011,8,5.278755887,435.8898945,yes,yes,yes
108,13,Eastern10,C1E23,Eastern10,5/15/2011,5/13/2011,5/23/2011,3,6/1/2011,m,0.6338,6/14/2011,13,5.889302263,880.3408432,yes,yes,yes
109,13,Eastern10,C1E23,Eastern10,5/15/2011,5/13/2011,5/23/2011,3,6/1/2011,f,0.5877,6/15/2011,14,5.384713534,492.4428902,yes,yes,yes
111,13,Eastern10,C1E25,Eastern10,5/15/2011,5/13/2011,5/25/2011,4,6/3/2011,m,0.6437,6/9/2011,6,5.623250324,648.0740695,yes,yes,yes
112,13,Eastern10,C1E25,Eastern10,5/15/2011,5/13/2011,5/23/2011,5,6/1/2011,m,0.6237,6/6/2011,5,5.799341239,793.7253935,yes,yes,yes
113,13,Eastern10,C1E25,Eastern10,5/15/2011,5/13/2011,5/27/2011,5,6/4/2011,f,0.4599,6/10/2011,6,6.143015113,1178.982613,yes,yes,yes
114,13,Eastern10,C1E25,Eastern10,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,f,0.5775,6/10/2011,9,5.873611778,864.5808233,yes,yes,yes
116,13,Eastern10,C1E25,Eastern10,5/15/2011,5/13/2011,5/24/2011,0,6/2/2011,m,0.711,6/26/2011,24,4.829310207,259.8076212,yes,yes,yes
117,13,Eastern10,C1E25,Eastern10,5/15/2011,5/13/2011,5/23/2011,4,5/31/2011,m,0.954,6/5/2011,5,5.898999819,890.2246908,yes,yes,yes
118,13,Eastern10,C1E25,Eastern10,5/15/2011,5/13/2011,5/26/2011,4,6/3/2011,f,0.6673,6/15/2011,12,5.615425006,642.2616291,yes,yes,yes
119,13,Eastern10,C1E25,Eastern10,5/15/2011,5/13/2011,5/26/2011,4,6/3/2011,m,0.5904,6/12/2011,9,5.423247513,514.7815072,yes,yes,yes
121,13,Eastern10,C1E26,Eastern10,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,f,0.731,6/10/2011,9,6.290034834,1396.424004,yes,yes,yes
122,13,Eastern10,C1E26,Eastern10,5/15/2011,5/13/2011,5/25/2011,5,6/2/2011,f,0.5835,6/10/2011,8,5.742333068,743.303437,yes,yes,yes
923,13,Eastern10,C1E26,Eastern10,5/15/2011,5/13/2011,5/24/2011,5,6/1/2011,f,0.5631,6/9/2011,8,6.011782253,1013.656746,yes,yes,yes
124,13,Eastern10,C1E26,Eastern10,5/15/2011,5/13/2011,5/25/2011,NA,6/2/2011,m,0.6436,6/13/2011,11,5.204122697,400,yes,yes,yes
125,13,Eastern10,C1E26,Eastern10,5/15/2011,5/13/2011,5/26/2011,4,6/4/2011,m,0.5637,6/11/2011,7,5.439334273,524.404424,yes,yes,yes
126,13,Eastern10,C1E26,Eastern10,5/15/2011,5/13/2011,5/24/2011,3,6/2/2011,f,0.5334,6/12/2011,10,5.35698331,476.9696007,yes,yes,yes
127,13,Eastern10,C1E26,Eastern10,5/15/2011,5/13/2011,5/24/2011,2,6/1/2011,m,0.9651,6/14/2011,13,4.966146428,304.1381266,yes,yes,yes
129,13,Eastern10,C1E26,Eastern10,5/15/2011,5/13/2011,5/25/2011,4,6/2/2011,m,0.607,6/8/2011,6,5.986772182,984.8857802,yes,yes,yes
132,13,Eastern10,C1E27,Eastern10,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,f,0.6432,6/10/2011,9,5.86628793,857.32141,yes,yes,yes
133,13,Eastern10,C1E27,Eastern10,5/15/2011,5/13/2011,5/23/2011,2,6/1/2011,m,0.5647,6/9/2011,8,5.574032426,612.3724358,yes,yes,yes
134,13,Eastern10,C1E27,Eastern10,5/15/2011,5/13/2011,5/24/2011,5,6/1/2011,f,0.5602,6/9/2011,8,5.799341239,793.7253935,yes,yes,yes
136,13,Eastern10,C1E27,Eastern10,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,f,0.7641,6/9/2011,8,6.025306275,1029.563014,yes,yes,yes
138,13,Eastern10,C1E27,Eastern10,5/15/2011,5/13/2011,5/23/2011,4,5/31/2011,f,0.7571,6/5/2011,5,6.210184973,1273.77392,yes,yes,yes
139,13,Eastern10,C1E27,Eastern10,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,f,0.6175,6/10/2011,9,5.876507081,867.4675782,yes,yes,yes
141,13,Eastern10,C1E28,Eastern10,5/15/2011,5/13/2011,5/24/2011,4,6/2/2011,f,0.6342,6/10/2011,8,6.194514619,1250.9996,yes,yes,yes
142,13,Eastern10,C1E28,Eastern10,5/15/2011,5/13/2011,5/23/2011,3,6/1/2011,m,0.6212,6/14/2011,13,5.707571028,714.1428431,yes,yes,yes
144,13,Eastern10,C1E28,Eastern10,5/15/2011,5/13/2011,5/23/2011,2,6/1/2011,m,0.6701,6/15/2011,14,5.113946693,360.5551275,yes,yes,yes
147,13,Eastern10,C1E28,Eastern10,5/15/2011,5/13/2011,5/26/2011,2,6/3/2011,m,1.072,6/19/2011,16,5.419130962,512.3475382,yes,yes,yes
148,13,Eastern10,C1E28,Eastern10,5/15/2011,5/13/2011,5/24/2011,3,6/1/2011,m,0.8042,6/11/2011,10,5.568202898,608.2762531,yes,yes,yes
149,13,Eastern10,C1E28,Eastern10,5/15/2011,5/13/2011,5/23/2011,4,5/31/2011,f,0.6806,6/10/2011,10,5.920384764,912.4143797,yes,yes,yes
151,13,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/24/2011,5,6/1/2011,f,0.6971,6/7/2011,6,5.987890057,986.1541467,yes,yes,yes
152,13,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/25/2011,4,6/3/2011,f,0.785,6/14/2011,11,5.993436671,992.4716616,yes,yes,yes
153,13,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/24/2011,2,6/1/2011,m,0.6668,6/11/2011,10,5.37106971,484.7679856,yes,yes,yes
154,13,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/23/2011,4,5/31/2011,f,0.637,6/6/2011,6,5.643453664,663.3249584,yes,yes,yes
155,13,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/24/2011,2,6/1/2011,f,0.5794,6/14/2011,13,5.848189733,839.6427812,yes,yes,yes
156,13,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/24/2011,5,6/1/2011,f,0.7527,6/9/2011,8,6.210184973,1273.77392,yes,yes,yes
157,13,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,f,0.7215,6/6/2011,5,6.060698218,1072.380529,yes,yes,yes
158,13,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/24/2011,3,6/1/2011,m,1.0571,6/14/2011,13,5.977724062,974.679434,yes,yes,yes
159,13,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/24/2011,5,6/2/2011,m,0.6853,6/9/2011,7,6.246744956,1328.533026,yes,yes,yes
161,13,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/23/2011,3,6/1/2011,f,0.6798,6/10/2011,9,5.705436902,712.3903422,yes,yes,yes
162,13,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/23/2011,4,5/31/2011,f,0.666,6/13/2011,13,5.565258525,606.2177825,yes,yes,yes
163,13,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/23/2011,2,6/1/2011,m,0.754,6/20/2011,19,5.217486576,406.2019201,yes,yes,yes
164,13,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/24/2011,3,6/2/2011,m,0.5732,6/13/2011,11,5.230451476,412.3105625,yes,yes,yes
165,13,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/23/2011,3,5/31/2011,m,0.7344,6/9/2011,9,5.579784739,616.4413999,yes,yes,yes
166,13,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/23/2011,4,6/1/2011,m,0.6371,6/11/2011,10,5.28443299,438.7482194,yes,yes,yes
167,13,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/2/2011,m,0.6573,6/9/2011,7,5.827692934,820.0609729,yes,yes,yes
168,13,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/25/2011,4,6/2/2011,f,0.658,6/11/2011,9,5.534661844,585.2349956,yes,yes,yes
169,13,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/24/2011,5,6/1/2011,f,0.6089,6/9/2011,8,5.625827741,649.9999999,yes,yes,yes
171,13,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/23/2011,4,6/1/2011,m,0.7067,6/5/2011,4,6.477121399,1732.050807,yes,yes,yes
172,13,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/23/2011,4,5/31/2011,f,0.7609,6/5/2011,5,5.909823904,901.3878187,yes,yes,yes
173,13,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/23/2011,4,5/31/2011,f,0.6815,6/7/2011,7,5.402263102,502.4937808,yes,yes,yes
174,13,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/2/2011,m,0.6438,6/9/2011,7,6.070961285,1085.126721,yes,yes,yes
175,13,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/23/2011,5,5/31/2011,f,0.8597,6/8/2011,8,5.51521263,572.2761568,yes,yes,yes
176,13,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/25/2011,1,6/2/2011,m,0.6732,6/25/2011,23,4.439348486,165.8312395,yes,yes,yes
177,13,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/24/2011,5,6/1/2011,f,0.7307,6/6/2011,5,6.236789351,1313.392553,yes,yes,yes
178,13,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/25/2011,4,6/2/2011,m,0.7432,6/9/2011,7,6.264818059,1356.465997,yes,yes,yes
179,13,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/25/2011,4,6/3/2011,m,0.6448,6/9/2011,6,6.250420246,1334.166406,yes,yes,yes
181,13,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/24/2011,3,6/2/2011,m,0.6424,6/20/2011,18,5.406541884,504.9752472,yes,yes,yes
182,13,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/24/2011,2,6/1/2011,f,0.7503,6/8/2011,7,6.449478553,1677.796173,yes,yes,yes
183,13,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,f,0.7464,6/10/2011,9,5.801061216,795.2986856,yes,yes,yes
184,13,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/2/2011,m,0.5954,6/11/2011,9,5.678974285,691.0137477,yes,yes,yes
185,13,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/2/2011,m,0.5984,6/9/2011,7,5.835691205,827.6472674,yes,yes,yes
186,13,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/25/2011,4,6/2/2011,f,0.5736,6/11/2011,9,5.628389952,651.9202406,yes,yes,yes
187,13,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/24/2011,5,6/1/2011,f,0.7087,6/11/2011,10,5.742333068,743.303437,yes,yes,yes
188,13,Eastern10,C1F21,Miami,5/15/2011,5/12/2011,5/24/2011,4,6/1/2011,m,0.7591,6/6/2011,5,5.742333068,743.303437,yes,yes,yes
189,13,Eastern10,C1F21,Miami,5/15/2011,5/12/2011,5/24/2011,4,6/1/2011,f,0.5824,6/9/2011,8,5.041396633,331.6624789,yes,yes,yes
191,13,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/24/2011,3,6/2/2011,m,0.6745,6/10/2011,8,5.761552741,759.934208,yes,yes,yes
192,13,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/24/2011,4,6/2/2011,m,0.6466,6/10/2011,8,5.705436902,712.3903422,yes,yes,yes
194,13,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/23/2011,4,6/1/2011,f,0.6004,6/8/2011,7,5.660392048,676.3874632,yes,yes,yes
195,13,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/23/2011,3,5/31/2011,f,0.5611,6/7/2011,7,5.33244048,463.6809248,yes,yes,yes
196,13,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/24/2011,4,6/1/2011,f,0.7713,6/9/2011,8,6.271841839,1367.479433,yes,yes,yes
197,13,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/24/2011,4,6/1/2011,f,0.7347,6/11/2011,10,6.320665674,1446.547614,yes,yes,yes
198,13,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/23/2011,3,5/31/2011,f,0.6857,6/4/2011,4,6.024280787,1028.34819,yes,yes,yes
199,13,Eastern10,C1F22,Miami,5/15/2011,5/12/2011,5/23/2011,3,6/1/2011,m,0.5559,6/10/2011,9,5.615425006,642.2616291,yes,yes,yes
201,14,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/26/2011,4,6/3/2011,f,0.6165,6/11/2011,8,5.711808072,717.6350044,yes,yes,yes
202,14,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/25/2011,3,6/2/2011,f,0.6698,6/16/2011,14,5.414975018,509.9019512,yes,yes,yes
203,14,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/25/2011,4,6/2/2011,f,0.5233,6/9/2011,7,5.380213051,489.8979484,yes,yes,yes
204,14,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/25/2011,4,6/2/2011,f,0.5251,6/9/2011,7,6.094296747,1114.674841,yes,yes,yes
205,14,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/27/2011,3,6/4/2011,m,0.7236,6/12/2011,8,5.511884697,570.0877124,yes,yes,yes
206,14,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/29/2011,3,6/6/2011,f,0.6809,6/16/2011,10,5.840420405,832.165849,yes,yes,yes
207,14,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/26/2011,2,6/3/2011,m,0.7092,6/13/2011,10,5.366424825,482.182538,yes,yes,yes
208,14,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/25/2011,4,6/2/2011,m,0.6499,6/9/2011,7,5.660392048,676.3874632,yes,yes,yes
209,14,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/25/2011,4,6/2/2011,f,0.5319,6/8/2011,6,6.118099643,1145.643924,yes,yes,yes
211,14,Eastern10,C1E25,Eastern10,5/16/2011,5/14/2011,5/25/2011,4,6/2/2011,f,0.5928,6/9/2011,7,5.779957772,776.2087348,yes,yes,yes
212,14,Eastern10,C1E25,Eastern10,5/16/2011,5/14/2011,5/26/2011,NA,6/2/2011,f,0.5143,6/9/2011,7,5.840420405,832.165849,yes,yes,yes
214,14,Eastern10,C1E25,Eastern10,5/16/2011,5/14/2011,5/25/2011,4,6/2/2011,f,0.5968,6/12/2011,10,5.83884972,830.6623861,yes,yes,yes
215,14,Eastern10,C1E25,Eastern10,5/16/2011,5/14/2011,5/25/2011,5,6/2/2011,f,0.6327,6/9/2011,7,5.724276689,728.0109889,yes,yes,yes
217,14,Eastern10,C1E25,Eastern10,5/16/2011,5/14/2011,5/25/2011,3,6/2/2011,f,0.5924,6/18/2011,16,5.645914256,665.2067344,yes,yes,yes
218,14,Eastern10,C1E25,Eastern10,5/16/2011,5/14/2011,5/25/2011,4,6/3/2011,m,0.6009,6/10/2011,7,5.817896418,810.8637373,yes,yes,yes
219,14,Eastern10,C1E25,Eastern10,5/16/2011,5/14/2011,5/25/2011,5,6/2/2011,m,0.5404,6/10/2011,8,5.494851411,559.0169941,yes,yes,yes
223,14,Eastern10,C1E26,Eastern10,5/16/2011,5/14/2011,5/27/2011,3,6/4/2011,m,0.7779,6/11/2011,7,5.153817912,377.4917218,yes,yes,yes
224,14,Eastern10,C1E26,Eastern10,5/16/2011,5/14/2011,5/26/2011,4,6/3/2011,m,0.935,6/11/2011,8,5.47348843,545.4356058,yes,yes,yes
225,14,Eastern10,C1E26,Eastern10,5/16/2011,5/14/2011,5/26/2011,4,6/4/2011,m,0.6639,6/11/2011,7,6.530199826,1841.195263,yes,yes,yes
226,14,Eastern10,C1E26,Eastern10,5/16/2011,5/14/2011,5/25/2011,3,6/2/2011,m,0.4224,6/9/2011,7,5.153817912,377.4917218,yes,yes,yes
228,14,Eastern10,C1E26,Eastern10,5/16/2011,5/14/2011,5/27/2011,3,6/4/2011,m,0.6548,6/14/2011,10,5.720160131,724.5688376,yes,yes,yes
229,14,Eastern10,C1E26,Eastern10,5/16/2011,5/14/2011,5/24/2011,4,6/1/2011,f,0.4911,6/8/2011,7,6.178977235,1228.820573,yes,yes,yes
231,14,Eastern10,C1E27,Eastern10,5/16/2011,5/14/2011,5/25/2011,5,6/3/2011,m,0.6131,6/10/2011,7,6.000000434,999.9999997,yes,yes,yes
232,14,Eastern10,C1E27,Eastern10,5/16/2011,5/14/2011,5/26/2011,3,6/3/2011,stuck,0.8074,6/6/2011,3,6.652246438,2118.962011,yes,yes,yes
233,14,Eastern10,C1E27,Eastern10,5/16/2011,5/14/2011,5/26/2011,5,6/3/2011,f,0.6989,6/7/2011,4,6.119750954,1147.824029,yes,yes,yes
234,14,Eastern10,C1E27,Eastern10,5/16/2011,5/14/2011,5/25/2011,5,6/2/2011,m,0.5404,6/9/2011,7,5.946943761,940.7443857,yes,yes,yes
235,14,Eastern10,C1E27,Eastern10,5/16/2011,5/15/2011,5/26/2011,5,6/3/2011,f,0.5759,6/11/2011,8,5.860338606,851.4693187,yes,yes,yes
236,14,Eastern10,C1E27,Eastern10,5/16/2011,5/15/2011,5/25/2011,4,6/2/2011,m,0.5208,6/9/2011,7,5.86628793,857.32141,yes,yes,yes
237,14,Eastern10,C1E27,Eastern10,5/16/2011,5/15/2011,5/26/2011,4,6/4/2011,m,0.6034,6/10/2011,6,5.665112676,680.0735254,yes,yes,yes
238,14,Eastern10,C1E27,Eastern10,5/16/2011,5/15/2011,5/25/2011,4,6/3/2011,m,0.6574,6/13/2011,10,5.991226519,989.9494938,yes,yes,yes
239,14,Eastern10,C1E27,Eastern10,5/16/2011,5/15/2011,5/25/2011,5,6/2/2011,m,0.6095,6/9/2011,7,5.630937135,653.8348416,yes,yes,yes
241,14,Eastern10,C1E28,Eastern10,5/16/2011,5/15/2011,5/26/2011,3,6/3/2011,f,0.6431,6/10/2011,7,5.916454475,908.2951063,yes,yes,yes
243,14,Eastern10,C1E28,Eastern10,5/16/2011,5/15/2011,5/26/2011,4,6/3/2011,m,0.7206,6/12/2011,9,5.65079401,668.9544079,yes,yes,yes
244,14,Eastern10,C1E28,Eastern10,5/16/2011,5/15/2011,5/25/2011,3,6/2/2011,f,0.5213,6/9/2011,7,5.934498956,927.3618493,yes,yes,yes
245,14,Eastern10,C1E28,Eastern10,5/16/2011,5/15/2011,5/29/2011,3,6/6/2011,m,0.8379,6/14/2011,8,5.88507895,876.0707734,yes,yes,yes
246,14,Eastern10,C1E28,Eastern10,5/16/2011,5/15/2011,5/25/2011,3,6/2/2011,m,0.8996,6/7/2011,5,5.623250324,648.0740695,yes,yes,yes
247,14,Eastern10,C1E28,Eastern10,5/16/2011,5/15/2011,5/26/2011,2,6/3/2011,f,0.5478,6/12/2011,9,5.779957772,776.2087348,yes,yes,yes
248,14,Eastern10,C1E28,Eastern10,5/16/2011,5/15/2011,5/25/2011,3,6/2/2011,m,0.56,6/10/2011,8,6.349763238,1495.82753,yes,yes,yes
249,14,Eastern10,C1E28,Eastern10,5/16/2011,5/15/2011,5/25/2011,3,6/2/2011,m,0.674,6/13/2011,11,5.42732541,517.2040217,yes,yes,yes
251,14,Eastern10,C1F18,Miami,5/16/2011,5/15/2011,5/25/2011,3,6/2/2011,f,0.5957,6/10/2011,8,5.964966846,960.468636,yes,yes,yes
252,14,Eastern10,C1F18,Miami,5/16/2011,5/15/2011,5/25/2011,4,6/3/2011,m,0.6461,6/13/2011,10,6.376120708,1541.914394,yes,yes,yes
253,14,Eastern10,C1F18,Miami,5/16/2011,5/15/2011,5/27/2011,4,6/4/2011,f,0.642,6/9/2011,5,5.964966846,960.468636,yes,yes,yes
254,14,Eastern10,C1F18,Miami,5/16/2011,5/15/2011,5/25/2011,5,6/2/2011,f,0.473,6/8/2011,6,6.453318493,1685.229955,yes,yes,yes
255,14,Eastern10,C1F18,Miami,5/16/2011,5/15/2011,5/25/2011,3,6/3/2011,m,0.5532,6/13/2011,10,5.746245651,746.6592264,yes,yes,yes
256,14,Eastern10,C1F18,Miami,5/16/2011,5/15/2011,5/26/2011,2,6/4/2011,m,0.6565,6/20/2011,16,5.501745097,563.4713832,yes,yes,yes
258,14,Eastern10,C1F18,Miami,5/16/2011,5/15/2011,5/26/2011,5,6/3/2011,f,0.3517,6/10/2011,7,5.960233349,955.2486587,yes,yes,yes
259,14,Eastern10,C1F18,Miami,5/16/2011,5/15/2011,5/25/2011,4,6/2/2011,f,0.4582,6/10/2011,8,5.491363095,556.7764364,yes,yes,yes
261,14,Eastern10,C1F19,Miami,5/16/2011,5/15/2011,5/25/2011,5,6/2/2011,m,0.5534,6/6/2011,4,6.206826146,1268.857754,yes,yes,yes
262,14,Eastern10,C1F19,Miami,5/16/2011,5/15/2011,5/26/2011,5,6/3/2011,m,0.6453,6/13/2011,10,6.564961923,1916.37679,yes,yes,yes
263,14,Eastern10,C1F19,Miami,5/16/2011,5/15/2011,5/25/2011,4,6/3/2011,m,0.5858,6/11/2011,8,5.531480194,583.0951892,yes,yes,yes
264,14,Eastern10,C1F19,Miami,5/16/2011,5/15/2011,5/25/2011,5,6/2/2011,f,0.5876,6/7/2011,5,6.024280787,1028.34819,yes,yes,yes
265,14,Eastern10,C1F19,Miami,5/16/2011,5/15/2011,5/24/2011,5,6/1/2011,f,0.5574,6/7/2011,6,5.966142202,961.7692028,yes,yes,yes
266,14,Eastern10,C1F19,Miami,5/16/2011,5/15/2011,5/26/2011,4,6/3/2011,m,0.6659,6/12/2011,9,5.342424655,469.041576,yes,yes,yes
267,14,Eastern10,C1F19,Miami,5/16/2011,5/15/2011,5/27/2011,3,6/4/2011,f,0.6376,6/11/2011,7,5.431365373,519.6152425,yes,yes,yes
268,14,Eastern10,C1F19,Miami,5/16/2011,5/15/2011,5/29/2011,3,6/6/2011,m,0.8419,6/17/2011,11,5.431365373,519.6152425,yes,yes,yes
269,14,Eastern10,C1F19,Miami,5/16/2011,5/15/2011,5/26/2011,4,6/4/2011,m,0.6162,6/11/2011,7,6.596597206,1987.460692,yes,yes,yes
271,14,Eastern10,C1F20,Miami,5/16/2011,5/15/2011,5/26/2011,4,6/3/2011,f,0.6202,6/8/2011,5,6.581494656,1953.202498,yes,yes,yes
273,14,Eastern10,C1F20,Miami,5/16/2011,5/15/2011,5/25/2011,4,6/2/2011,m,0.5498,6/8/2011,6,5.913814382,905.5385138,yes,yes,yes
274,14,Eastern10,C1F20,Miami,5/16/2011,5/15/2011,5/26/2011,4,6/3/2011,m,0.8048,6/9/2011,6,5.709694717,715.8910531,yes,yes,yes
275,14,Eastern10,C1F20,Miami,5/16/2011,5/15/2011,5/25/2011,4,6/3/2011,m,0.6179,6/9/2011,6,6.239299729,1317.193987,yes,yes,yes
282,14,Eastern10,C1F21,Miami,5/17/2011,5/15/2011,5/27/2011,4,6/4/2011,f,0.7246,6/10/2011,6,6.053078828,1063.014582,yes,yes,yes
283,14,Eastern10,C1F21,Miami,5/17/2011,5/15/2011,5/25/2011,3,6/2/2011,f,0.6566,6/12/2011,10,5.384713534,492.4428902,yes,yes,yes
286,14,Eastern10,C1F21,Miami,5/17/2011,5/15/2011,5/25/2011,3,6/2/2011,f,0.6475,6/16/2011,14,5.146131138,374.1657388,yes,yes,yes
289,14,Eastern10,C1F21,Miami,5/17/2011,5/15/2011,5/25/2011,4,6/2/2011,m,0.6596,6/9/2011,7,5.996730953,996.2429422,yes,yes,yes
296,14,Eastern10,C1F22,Miami,5/17/2011,5/15/2011,5/25/2011,4,6/2/2011,f,0.7204,6/8/2011,6,6.13751267,1171.537452,yes,yes,yes
301,15,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/25/2011,4,6/2/2011,f,0.4873,6/9/2011,7,5.347331967,471.6990565,yes,yes,yes
302,15,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/27/2011,4,6/4/2011,m,0.645,6/10/2011,6,5.591065721,624.4998001,yes,yes,yes
304,15,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/28/2011,2,6/5/2011,m,0.6305,6/17/2011,12,5.366424825,482.182538,yes,yes,yes
306,15,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/26/2011,3,6/3/2011,f,0.5873,6/13/2011,10,5.565258525,606.2177825,yes,yes,yes
307,15,Eastern10,C1E23,Eastern10,5/16/2011,5/14/2011,5/25/2011,NA,6/2/2011,f,0.6499,6/9/2011,7,5.966142202,961.7692028,yes,yes,yes
