Monarch,Lineage,Monarch Pop,Parasite,Parasite Pop,Inoc Date,Hatch Date,Pupation,Pupal Score,Emergence,Sex,Weight,Death,Longevity,Logspore,Sqrtspore,survived,inoculated,Infected
722,19,Miami,C1E26,Eastern10,6/19/2011,6/17/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
724,19,Miami,C1E26,Eastern10,6/20/2011,6/18/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
733,19,Miami,C1E27,Eastern10,6/20/2011,6/18/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
735,19,Miami,C1E27,Eastern10,6/20/2011,6/18/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
737,19,Miami,C1E27,Eastern10,6/20/2011,6/18/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
743,19,Miami,C1E28,Eastern10,6/20/2011,6/18/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
752,19,Miami,C1F18,Miami,6/19/2011,6/17/2011,6/29/2011,2,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
753,19,Miami,C1F18,Miami,6/19/2011,6/17/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
771,19,Miami,C1F20,Miami,6/20/2011,6/18/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
772,19,Miami,C1F20,Miami,6/20/2011,6/18/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
779,19,Miami,C1F20,Miami,6/20/2011,6/18/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
783,19,Miami,C1F21,Miami,6/19/2011,6/17/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
786,19,Miami,C1F21,Miami,6/19/2011,6/17/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
794,19,Miami,C1F22,Miami,6/20/2011,6/18/2011,6/30/2011,5,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
10,12,Eastern10,Control,Eastern10,5/14/2011,5/12/2011,5/23/2011,0,5/31/2011,f,0.771,6/29/2011,29,0,0,yes,no,no
20,12,Eastern10,Control,Eastern10,5/14/2011,5/12/2011,5/23/2011,0,6/1/2011,m,0.6469,6/25/2011,24,0,0,yes,no,no
30,12,Eastern10,Control,Eastern10,5/14/2011,5/12/2011,5/22/2011,0,5/30/2011,f,0.651,6/23/2011,24,0,0,yes,no,no
40,12,Eastern10,Control,Eastern10,5/14/2011,5/12/2011,5/23/2011,0,5/31/2011,f,0.7254,6/24/2011,24,0,0,yes,no,no
60,12,Eastern10,Control,Miami,5/15/2011,5/13/2011,5/25/2011,0,6/2/2011,f,0.9475,7/2/2011,30,0,0,yes,no,no
70,12,Eastern10,Control,Miami,5/15/2011,5/13/2011,5/24/2011,0,6/1/2011,m,0.9806,6/24/2011,23,0,0,yes,no,no
80,12,Eastern10,Control,Miami,5/15/2011,5/13/2011,5/23/2011,0,5/31/2011,f,0.9368,6/25/2011,25,0,0,yes,no,no
90,12,Eastern10,Control,Miami,5/15/2011,5/13/2011,5/25/2011,0,6/2/2011,f,0.7525,6/27/2011,25,0,0,yes,no,no
100,12,Eastern10,Control,Miami,5/14/2011,5/12/2011,5/26/2011,0,6/4/2011,f,0.556,6/26/2011,22,0,0,yes,no,no
110,13,Eastern10,Control,Eastern10,5/15/2011,5/13/2011,5/24/2011,0,6/2/2011,m,0.7145,7/6/2011,34,0,0,yes,no,no
120,13,Eastern10,Control,Eastern10,5/15/2011,5/13/2011,5/23/2011,0,6/1/2011,m,0.692,6/25/2011,24,0,0,yes,no,no
130,13,Eastern10,Control,Eastern10,5/15/2011,5/13/2011,5/23/2011,0,6/1/2011,m,0.6967,6/24/2011,23,0,0,yes,no,no
131,13,Eastern10,C1E27,Eastern10,5/15/2011,5/13/2011,5/25/2011,0,6/2/2011,f,0.549,6/23/2011,21,0,0,yes,yes,no
135,13,Eastern10,C1E27,Eastern10,5/15/2011,5/13/2011,5/24/2011,0,6/1/2011,f,0.6627,6/25/2011,24,0,0,yes,yes,no
140,13,Eastern10,Control,Eastern10,5/15/2011,5/13/2011,5/24/2011,0,6/1/2011,f,0.75,6/25/2011,24,0,0,yes,no,no
150,13,Eastern10,Control,Eastern10,5/15/2011,5/13/2011,5/24/2011,NA,6/1/2011,f,0.6169,6/18/2011,17,0,0,yes,no,no
160,13,Eastern10,Control,Miami,5/15/2011,5/13/2011,5/27/2011,0,6/4/2011,m,0.5523,6/22/2011,18,0,0,yes,no,no
170,13,Eastern10,Control,Miami,5/15/2011,5/13/2011,5/26/2011,0,6/3/2011,m,0.6995,6/21/2011,18,0,0,yes,no,no
190,13,Eastern10,Control,Miami,5/15/2011,5/12/2011,5/24/2011,0,6/2/2011,m,0.6844,6/26/2011,24,0,0,yes,no,no
200,13,Eastern10,Control,Miami,5/15/2011,5/12/2011,5/25/2011,0,6/3/2011,m,0.6679,6/25/2011,22,0,0,yes,no,no
210,14,Eastern10,Control,Eastern10,5/16/2011,5/14/2011,5/26/2011,0,6/3/2011,m,0.6491,6/25/2011,22,0,0,yes,no,no
230,14,Eastern10,Control,Eastern10,5/16/2011,5/14/2011,5/26/2011,0,6/3/2011,f,0.6813,6/29/2011,26,0,0,yes,no,no
240,14,Eastern10,Control,Eastern10,5/16/2011,5/15/2011,5/25/2011,0,6/2/2011,f,0.4947,6/23/2011,21,0,0,yes,no,no
250,14,Eastern10,Control,Eastern10,5/16/2011,5/15/2011,5/25/2011,0,6/2/2011,m,0.9173,6/25/2011,23,0,0,yes,no,no
260,14,Eastern10,Control,Miami,5/16/2011,5/15/2011,5/26/2011,0,6/3/2011,m,0.7619,6/26/2011,23,0,0,yes,no,no
270,14,Eastern10,Control,Miami,5/16/2011,5/15/2011,5/26/2011,0,6/3/2011,m,0.595,6/20/2011,17,0,0,yes,no,no
310,15,Eastern10,Control,Eastern10,5/16/2011,5/14/2011,5/25/2011,0,6/2/2011,f,0.5432,6/19/2011,17,0,0,yes,no,no
320,15,Eastern10,Control,Eastern10,5/17/2011,5/15/2011,5/25/2011,0,6/3/2011,m,0.7444,6/25/2011,22,0,0,yes,no,no
330,15,Eastern10,Control,Eastern10,5/17/2011,5/15/2011,5/26/2011,0,6/3/2011,f,0.6135,6/21/2011,18,0,0,yes,no,no
350,15,Eastern10,Control,Eastern10,5/17/2011,5/16/2011,5/27/2011,0,6/5/2011,m,0.5826,6/26/2011,21,0,0,yes,no,no
360,15,Eastern10,Control,Miami,5/16/2011,5/14/2011,5/25/2011,0,6/2/2011,m,0.7273,6/22/2011,20,0,0,yes,no,no
370,15,Eastern10,Control,Miami,5/17/2011,5/15/2011,5/25/2011,0,6/3/2011,m,0.6334,6/24/2011,21,0,0,yes,no,no
380,15,Eastern10,Control,Miami,5/17/2011,5/15/2011,5/25/2011,0,6/3/2011,m,0.614,6/20/2011,17,0,0,yes,no,no
385,15,Eastern10,C1F21,Miami,5/18/2011,5/16/2011,5/28/2011,0,6/5/2011,m,0.4897,6/17/2011,12,0,0,yes,yes,no
390,15,Eastern10,Control,Miami,5/18/2011,5/16/2011,5/27/2011,0,6/4/2011,f,0.47719,6/20/2011,16,0,0,yes,no,no
400,15,Eastern10,Control,Miami,5/18/2011,5/16/2011,5/29/2011,0,6/6/2011,f,0.651,6/29/2011,23,0,0,yes,no,no
410,16,Eastern10,Control,Eastern10,5/17/2011,5/13/2011,5/26/2011,0,6/4/2011,f,0.6139,6/25/2011,21,0,0,yes,no,no
450,16,Eastern10,Control,Eastern10,5/18/2011,5/16/2011,5/28/2011,0,6/5/2011,f,0.6275,6/23/2011,18,0,0,yes,no,no
461,16,Eastern10,C1F19,Miami,5/17/2011,5/15/2011,5/25/2011,0,6/2/2011,f,0.6702,6/21/2011,19,0,0,yes,yes,no
480,16,Eastern10,Control,Miami,5/18/2011,5/16/2011,5/28/2011,0,6/5/2011,m,0.6827,6/24/2011,19,0,0,yes,no,no
520,17,Miami,Control,Eastern10,6/17/2011,6/15/2011,6/26/2011,0,7/4/2011,f,0.6911,7/16/2011,12,0,0,yes,no,no
523,17,Miami,C1E26,Eastern10,6/18/2011,6/16/2011,6/28/2011,0,7/6/2011,f,0.6707,7/14/2011,8,0,0,yes,yes,no
525,17,Miami,C1E26,Eastern10,6/18/2011,6/16/2011,6/27/2011,0,7/6/2011,m,0.6741,7/16/2011,10,0,0,yes,yes,no
527,17,Miami,C1E26,Eastern10,6/18/2011,6/16/2011,6/26/2011,NA,7/10/2011,f,0.6444,7/20/2011,10,0,0,yes,yes,no
530,17,Miami,Control,Eastern10,6/18/2011,6/16/2011,6/29/2011,NA,7/6/2011,f,0.3662,7/15/2011,9,0,0,yes,no,no
538,17,Miami,C1E27,Eastern10,6/18/2011,6/16/2011,6/28/2011,0,7/6/2011,m,0.5401,7/16/2011,10,0,0,yes,yes,no
540,17,Miami,Control,Eastern10,6/18/2011,6/16/2011,6/28/2011,0,7/6/2011,m,0.5316,7/18/2011,12,0,0,yes,no,no
550,17,Miami,Control,Eastern10,6/18/2011,6/16/2011,6/28/2011,0,7/6/2011,m,0.5917,7/15/2011,9,0,0,yes,no,no
551,17,Miami,C1F18,Miami,6/17/2011,6/15/2011,6/27/2011,0,7/5/2011,m,0.7921,7/14/2011,9,0,0,yes,yes,no
553,17,Miami,C1F18,Miami,6/17/2011,6/15/2011,6/27/2011,0,7/5/2011,m,0.6263,7/16/2011,11,0,0,yes,yes,no
579,17,Miami,C1F20,Miami,6/18/2011,6/16/2011,6/30/2011,NA,7/8/2011,m,0.5415,7/17/2011,9,0,0,yes,yes,no
580,17,Miami,Control,Miami,6/18/2011,6/16/2011,6/27/2011,0,7/5/2011,m,0.6661,7/18/2011,13,0,0,yes,no,no
583,17,Miami,C1F21,Miami,6/18/2011,6/16/2011,6/28/2011,1,7/6/2011,m,0.6792,7/16/2011,10,0,0,yes,yes,no
591,17,Miami,C1F22,Miami,6/18/2011,6/16/2011,6/28/2011,0,7/7/2011,f,0.7268,7/20/2011,13,0,0,yes,yes,no
600,17,Miami,Control,Miami,6/18/2011,6/16/2011,6/30/2011,0,7/8/2011,m,0.7919,7/18/2011,10,0,0,yes,no,no
620,18,Miami,Control,Eastern10,6/17/2011,6/15/2011,6/26/2011,0,7/4/2011,m,0.6354,7/19/2011,15,0,0,yes,no,no
626,18,Miami,C1E26,Eastern10,6/18/2011,6/16/2011,6/28/2011,1,7/6/2011,m,0.556,7/16/2011,10,0,0,yes,yes,no
628,18,Miami,C1E26,Eastern10,6/18/2011,6/16/2011,6/28/2011,0,7/6/2011,m,0.5405,7/18/2011,12,0,0,yes,yes,no
635,18,Miami,C1E27,Eastern10,6/18/2011,6/16/2011,6/28/2011,0,7/6/2011,m,0.4983,7/16/2011,10,0,0,yes,yes,no
640,18,Miami,Control,Eastern10,6/18/2011,6/16/2011,6/28/2011,0,7/6/2011,m,0.6438,7/14/2011,8,0,0,yes,no,no
647,18,Miami,C1E28,Eastern10,6/18/2011,6/16/2011,6/28/2011,NA,7/5/2011,f,0.5095,7/15/2011,10,0,0,yes,yes,no
649,18,Miami,C1E28,Eastern10,6/18/2011,6/16/2011,6/28/2011,1,7/6/2011,f,0.4742,7/16/2011,10,0,0,yes,yes,no
650,18,Miami,Control,Eastern10,6/18/2011,6/16/2011,6/28/2011,NA,7/5/2011,f,0.4884,7/16/2011,11,0,0,yes,no,no
660,18,Miami,Control,Miami,6/17/2011,6/15/2011,6/26/2011,0,7/4/2011,f,0.5878,7/16/2011,12,0,0,yes,no,no
663,18,Miami,C1F19,Miami,6/17/2011,6/15/2011,6/27/2011,0,7/5/2011,f,0.5266,7/15/2011,10,0,0,yes,yes,no
680,18,Miami,Control,Miami,6/18/2011,6/16/2011,6/29/2011,0,7/7/2011,m,0.584,7/20/2011,13,0,0,yes,no,no
682,18,Miami,C1F21,Miami,6/18/2011,6/16/2011,6/28/2011,0,7/6/2011,f,0.4217,7/16/2011,10,0,0,yes,yes,no
685,18,Miami,C1F21,Miami,6/18/2011,6/16/2011,6/30/2011,0,7/8/2011,f,0.3518,7/18/2011,10,0,0,yes,yes,no
694,18,Miami,C1F22,Miami,6/18/2011,6/16/2011,6/27/2011,0,7/5/2011,m,0.7238,7/20/2011,15,0,0,yes,yes,no
700,18,Miami,Control,Miami,6/18/2011,6/16/2011,6/28/2011,0,7/6/2011,m,0.4441,7/18/2011,12,0,0,yes,no,no
710,19,Miami,Control,Eastern10,6/19/2011,6/17/2011,7/1/2011,0,7/9/2011,m,0.6188,7/30/2011,21,0,0,yes,no,no
725,19,Miami,C1E26,Eastern10,6/20/2011,6/18/2011,6/30/2011,0,7/8/2011,f,0.5591,7/29/2011,21,0,0,yes,yes,no
730,19,Miami,Control,Eastern10,6/20/2011,6/18/2011,6/29/2011,1,7/7/2011,f,0.4973,7/29/2011,22,0,0,yes,no,no
740,19,Miami,Control,Eastern10,6/20/2011,6/18/2011,6/29/2011,0,7/7/2011,f,0.4461,7/24/2011,17,0,0,yes,no,no
750,19,Miami,Control,Eastern10,6/20/2011,6/18/2011,6/30/2011,0,7/8/2011,m,0.5754,7/31/2011,23,0,0,yes,no,no
759,19,Miami,C1F18,Miami,6/19/2011,6/17/2011,6/28/2011,0,7/6/2011,m,0.5512,7/27/2011,21,0,0,yes,yes,no
760,19,Miami,Control,Miami,6/19/2011,6/17/2011,6/29/2011,0,7/7/2011,f,0.5416,7/28/2011,21,0,0,yes,no,no
770,19,Miami,Control,Miami,6/20/2011,6/18/2011,6/30/2011,0,7/8/2011,f,0.4219,7/24/2011,16,0,0,yes,no,no
780,19,Miami,Control,Miami,6/20/2011,6/18/2011,6/30/2011,0,7/8/2011,m,0.5656,7/27/2011,19,0,0,yes,no,no
790,19,Miami,Control,Miami,6/19/2011,6/17/2011,7/1/2011,0,7/9/2011,m,0.6697,7/27/2011,18,0,0,yes,no,no
800,19,Miami,Control,Miami,6/20/2011,6/18/2011,6/29/2011,0,7/7/2011,f,0.4479,7/23/2011,16,0,0,yes,no,no
1,12,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/24/2011,3,6/1/2011,f,0.7599,6/16/2011,15,5.146131138,374.1657388,yes,yes,yes
2,12,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/23/2011,3,5/31/2011,f,0.9154,6/12/2011,12,5.879383211,870.3447598,yes,yes,yes
3,12,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/24/2011,2,6/1/2011,f,0.7454,6/17/2011,16,5.531480194,583.0951892,yes,yes,yes
4,12,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/23/2011,3,6/1/2011,m,0.6534,6/15/2011,14,5.709694717,715.8910531,yes,yes,yes
5,12,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/26/2011,3,6/3/2011,m,0.7153,6/16/2011,13,5.451019989,531.5072903,yes,yes,yes
6,12,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/24/2011,4,6/1/2011,f,0.6958,6/12/2011,11,5.585461858,620.4836826,yes,yes,yes
7,12,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/24/2011,3,6/1/2011,f,0.7855,6/11/2011,10,5.454846384,533.8539127,yes,yes,yes
8,12,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/23/2011,3,5/31/2011,m,0.9214,6/11/2011,11,5.864808222,855.8621385,yes,yes,yes
9,12,Eastern10,C1E23,Eastern10,5/14/2011,5/12/2011,5/23/2011,4,5/31/2011,f,0.8223,6/7/2011,7,5.945715206,939.4147112,yes,yes,yes
11,12,Eastern10,C1E25,Eastern10,5/14/2011,5/12/2011,5/24/2011,5,6/1/2011,m,0.6491,6/10/2011,9,5.750123299,750.0000001,yes,yes,yes
12,12,Eastern10,C1E25,Eastern10,5/14/2011,5/12/2011,5/23/2011,4,6/1/2011,m,0.5706,6/9/2011,8,6.411619874,1606.23784,yes,yes,yes
13,12,Eastern10,C1E25,Eastern10,5/14/2011,5/12/2011,5/22/2011,2,5/31/2011,f,0.6408,6/8/2011,8,5.922985334,915.1502606,yes,yes,yes
14,12,Eastern10,C1E25,Eastern10,5/14/2011,5/12/2011,5/23/2011,3,6/1/2011,m,0.7106,6/9/2011,8,6.139879401,1174.734012,yes,yes,yes
15,12,Eastern10,C1E25,Eastern10,5/14/2011,5/12/2011,5/23/2011,5,6/1/2011,m,0.6414,6/9/2011,8,5.95904187,953.9392019,yes,yes,yes
16,12,Eastern10,C1E25,Eastern10,5/14/2011,5/12/2011,5/23/2011,3,6/1/2011,m,0.6665,6/9/2011,8,6.170262009,1216.552506,yes,yes,yes
17,12,Eastern10,C1E25,Eastern10,5/14/2011,5/12/2011,5/24/2011,3,6/1/2011,m,0.8861,6/9/2011,8,6.088136443,1106.797181,yes,yes,yes
18,12,Eastern10,C1E25,Eastern10,5/14/2011,5/12/2011,5/23/2011,4,5/31/2011,f,0.8023,6/10/2011,10,5.676694524,689.2024377,yes,yes,yes
19,12,Eastern10,C1E25,Eastern10,5/14/2011,5/12/2011,5/25/2011,5,6/2/2011,f,0.524,6/8/2011,6,6.110590047,1135.781669,yes,yes,yes
21,12,Eastern10,C1E26,Eastern10,5/14/2011,5/12/2011,5/24/2011,4,6/1/2011,f,0.7455,6/11/2011,10,5.924279803,916.5151389,yes,yes,yes
22,12,Eastern10,C1E26,Eastern10,5/14/2011,5/12/2011,5/24/2011,4,6/2/2011,m,0.5389,6/9/2011,7,5.816241963,809.3207028,yes,yes,yes
23,12,Eastern10,C1E26,Eastern10,5/14/2011,5/12/2011,5/24/2011,5,6/1/2011,f,0.6382,6/10/2011,9,6.096040902,1116.915395,yes,yes,yes
24,12,Eastern10,C1E26,Eastern10,5/14/2011,5/12/2011,5/23/2011,4,6/1/2011,m,0.6299,6/10/2011,9,5.713911193,719.3747282,yes,yes,yes
25,12,Eastern10,C1E26,Eastern10,5/14/2011,5/12/2011,5/23/2011,3,5/31/2011,m,1.1561,6/11/2011,11,5.224017404,409.2676385,yes,yes,yes
26,12,Eastern10,C1E26,Eastern10,5/14/2011,5/12/2011,5/24/2011,3,6/2/2011,m,0.7133,6/14/2011,12,5.822822298,815.4753212,yes,yes,yes
27,12,Eastern10,C1E26,Eastern10,5/14/2011,5/12/2011,5/27/2011,5,6/4/2011,m,0.6563,6/12/2011,8,5.674402732,687.3863543,yes,yes,yes
28,12,Eastern10,C1E26,Eastern10,5/14/2011,5/12/2011,5/23/2011,3,6/1/2011,m,0.6732,6/11/2011,10,5.469823488,543.1390245,yes,yes,yes
29,12,Eastern10,C1E26,Eastern10,5/14/2011,5/12/2011,5/23/2011,4,6/1/2011,m,0.5757,6/10/2011,9,5.681242142,692.8203229,yes,yes,yes
31,12,Eastern10,C1E27,Eastern10,5/14/2011,5/12/2011,5/23/2011,3,5/31/2011,f,0.9073,6/5/2011,5,6.392257337,1570.827807,yes,yes,yes
32,12,Eastern10,C1E27,Eastern10,5/17/2011,5/15/2011,5/25/2011,3,6/3/2011,m,0.6651,6/11/2011,8,5.565258525,606.2177825,yes,yes,yes
33,12,Eastern10,C1E27,Eastern10,5/14/2011,5/12/2011,5/23/2011,5,5/31/2011,f,0.7747,6/5/2011,5,5.966142202,961.7692028,yes,yes,yes
34,12,Eastern10,C1E27,Eastern10,5/14/2011,5/12/2011,5/23/2011,4,5/31/2011,m,0.7911,6/6/2011,6,5.521792956,576.6281299,yes,yes,yes
35,12,Eastern10,C1E27,Eastern10,5/14/2011,5/12/2011,5/24/2011,3,6/1/2011,m,0.7755,6/13/2011,12,5.42732541,517.2040217,yes,yes,yes
36,12,Eastern10,C1E27,Eastern10,5/14/2011,5/12/2011,5/23/2011,3,5/31/2011,m,0.5281,6/11/2011,11,5.837273334,829.1561974,yes,yes,yes
38,12,Eastern10,C1E27,Eastern10,5/14/2011,5/12/2011,5/23/2011,4,5/31/2011,f,0.7748,6/9/2011,9,6.453700626,1685.97153,yes,yes,yes
39,12,Eastern10,C1E27,Eastern10,5/14/2011,5/12/2011,5/25/2011,4,6/2/2011,f,0.5659,6/10/2011,8,6.162863292,1206.233808,yes,yes,yes
41,12,Eastern10,C1E28,Eastern10,5/14/2011,5/12/2011,5/22/2011,2,5/30/2011,f,0.647,6/6/2011,7,6.452936023,1684.488052,yes,yes,yes
42,12,Eastern10,C1E28,Eastern10,5/14/2011,5/12/2011,5/22/2011,3,5/31/2011,m,0.7245,6/7/2011,7,6.597695296,1989.974875,yes,yes,yes
43,12,Eastern10,C1E28,Eastern10,5/14/2011,5/12/2011,5/24/2011,4,6/1/2011,m,0.8254,6/9/2011,8,6.658488477,2134.244598,yes,yes,yes
44,12,Eastern10,C1E28,Eastern10,5/14/2011,5/12/2011,5/23/2011,4,5/31/2011,m,0.9152,6/7/2011,7,5.955447692,950.0000002,yes,yes,yes
45,12,Eastern10,C1E28,Eastern10,5/14/2011,5/12/2011,5/24/2011,2,6/1/2011,m,0.9213,6/10/2011,9,6.520811062,1821.400559,yes,yes,yes
46,12,Eastern10,C1E28,Eastern10,5/14/2011,5/12/2011,5/23/2011,2,6/1/2011,m,0.7147,6/8/2011,7,5.505151335,565.6854246,yes,yes,yes
47,12,Eastern10,C1E28,Eastern10,5/14/2011,5/12/2011,5/24/2011,3,6/1/2011,f,0.7388,6/10/2011,9,6.151523374,1190.58809,yes,yes,yes
48,12,Eastern10,C1E28,Eastern10,5/14/2011,5/12/2011,5/23/2011,2,6/1/2011,m,0.6214,6/7/2011,6,6.347817908,1492.481156,yes,yes,yes
49,12,Eastern10,C1E28,Eastern10,5/15/2011,5/13/2011,5/23/2011,4,5/31/2011,f,0.7775,6/11/2011,11,5.795880712,790.5694148,yes,yes,yes
50,12,Eastern10,Control,Eastern10,5/15/2011,5/13/2011,5/24/2011,2,6/1/2011,f,0.794,6/24/2011,23,6.122216206,1151.086443,yes,no,yes
51,12,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,f,0.6349,6/9/2011,8,6.156094934,1196.870921,yes,yes,yes
52,12,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/25/2011,4,6/3/2011,m,0.6995,6/10/2011,7,5.625827741,649.9999999,yes,yes,yes
53,12,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/24/2011,5,6/2/2011,f,0.5548,6/9/2011,7,5.90579642,897.2179224,yes,yes,yes
54,12,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/24/2011,2,6/1/2011,f,0.6695,6/16/2011,15,5.290036839,441.5880436,yes,yes,yes
55,12,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/25/2011,3,6/2/2011,m,0.505,6/9/2011,7,5.864808222,855.8621385,yes,yes,yes
56,12,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/25/2011,3,6/2/2011,m,0.7507,6/11/2011,9,5.384713534,492.4428902,yes,yes,yes
57,12,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/23/2011,2,6/1/2011,m,0.6536,6/8/2011,7,5.85125896,842.6149769,yes,yes,yes
58,12,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/23/2011,4,6/1/2011,m,0.653,6/10/2011,9,5.811240443,804.6738465,yes,yes,yes
59,12,Eastern10,C1F18,Miami,5/15/2011,5/13/2011,5/24/2011,1,6/1/2011,m,0.9129,6/20/2011,19,4.889307306,278.3882181,yes,yes,yes
61,12,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/25/2011,3,6/3/2011,f,0.7538,6/10/2011,7,6.000000434,999.9999997,yes,yes,yes
62,12,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/23/2011,4,6/1/2011,f,0.5635,6/10/2011,9,6.101231731,1123.610253,yes,yes,yes
63,12,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/24/2011,3,6/1/2011,f,0.6707,6/12/2011,11,5.633469466,655.7438528,yes,yes,yes
64,12,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,f,0.7372,6/9/2011,8,6.106361249,1130.265456,yes,yes,yes
65,12,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/24/2011,5,6/2/2011,f,0.554,6/8/2011,6,6.277036118,1375.68165,yes,yes,yes
66,12,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/24/2011,3,6/1/2011,m,1.0825,6/15/2011,14,5.755875618,754.9834439,yes,yes,yes
67,12,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/2/2011,m,0.6922,6/15/2011,13,5.402263102,502.4937808,yes,yes,yes
69,12,Eastern10,C1F19,Miami,5/15/2011,5/13/2011,5/27/2011,3,6/5/2011,m,0.6333,6/11/2011,6,5.707571028,714.1428431,yes,yes,yes
71,12,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/25/2011,3,6/2/2011,m,0.7852,6/11/2011,9,5.562294054,604.1522985,yes,yes,yes
72,12,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/25/2011,5,6/2/2011,f,0.6669,6/7/2011,5,5.976579677,973.3961167,yes,yes,yes
73,12,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/23/2011,3,5/31/2011,f,0.8366,6/9/2011,9,6.313867431,1435.270009,yes,yes,yes
74,12,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,f,0.68,6/10/2011,9,6.731790234,2322.175703,yes,yes,yes
75,12,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/24/2011,NA,6/1/2011,f,0.5424,6/6/2011,5,5.802774409,796.8688723,yes,yes,yes
76,12,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/24/2011,3,6/1/2011,f,0.6889,6/8/2011,7,5.361729724,479.5831522,yes,yes,yes
78,12,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/23/2011,3,5/31/2011,m,0.4739,6/9/2011,9,5.518515256,574.4562647,yes,yes,yes
79,12,Eastern10,C1F20,Miami,5/15/2011,5/13/2011,5/24/2011,5,6/1/2011,f,0.5002,6/6/2011,5,5.896251114,887.4119675,yes,yes,yes
81,12,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,m,0.6086,6/7/2011,6,5.662758776,678.2329985,yes,yes,yes
82,12,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/24/2011,2,6/1/2011,f,0.8001,6/8/2011,7,6.064458364,1077.032962,yes,yes,yes
83,12,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/23/2011,5,6/1/2011,m,0.6436,6/10/2011,9,6.536874075,1855.397531,yes,yes,yes
84,12,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/24/2011,3,6/2/2011,m,0.6318,6/13/2011,11,5.662758776,678.2329985,yes,yes,yes
85,12,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,f,0.632,6/8/2011,7,5.982271685,979.7958966,yes,yes,yes
86,12,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/25/2011,4,6/2/2011,m,0.7492,6/9/2011,7,6.4709249,1719.738352,yes,yes,yes
87,12,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/25/2011,3,6/2/2011,f,0.7832,6/9/2011,7,6.793615864,2493.491529,yes,yes,yes
88,12,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/24/2011,4,6/1/2011,m,0.8008,6/9/2011,8,5.995635633,994.9874368,yes,yes,yes
89,12,Eastern10,C1F21,Miami,5/15/2011,5/13/2011,5/25/2011,4,6/2/2011,f,0.704,6/9/2011,7,6.584896457,1960.867155,yes,yes,yes
