Monarch,Lineage,Monarch Pop,Parasite,Parasite Pop,Inoc Date,Hatch Date,Pupation,Pupal Score,Emergence,Sex,Weight,Death,Longevity,Logspore,Sqrtspore,survived,inoculated,Infected
1,1,Eastern09,C1E14,Eastern09,7/3/2010,7/1/2010,7/11/2010,3,7/20/2010,m,0.6571,7/31/2010,11,5.501745097,563.4713832,yes,yes,yes
2,1,Eastern09,C1E14,Eastern09,7/3/2010,7/1/2010,7/12/2010,5,7/21/2010,m,0.6555,8/1/2010,11,5.337461258,466.3689526,yes,yes,yes
3,1,Eastern09,C1E14,Eastern09,7/6/2010,7/4/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
4,1,Eastern09,C1E14,Eastern09,7/6/2010,7/4/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
5,1,Eastern09,C1E14,Eastern09,7/6/2010,7/4/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
6,1,Eastern09,C1E14,Eastern09,7/6/2010,7/4/2010,7/17/2010,2,7/25/2010,m,0.6173,8/12/2010,18,5.070041563,342.7827301,yes,yes,yes
7,1,Eastern09,C1E14,Eastern09,7/6/2010,7/4/2010,7/16/2010,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
8,1,Eastern09,C1E14,Eastern09,7/6/2010,7/4/2010,7/19/2010,0,7/27/2010,m,0.7199,8/18/2010,22,0,0,yes,yes,no
9,1,Eastern09,C1E14,Eastern09,7/6/2010,7/4/2010,7/16/2010,4,7/24/2010,m,0.7128,8/2/2010,9,5.711808072,717.6350044,yes,yes,yes
10,1,Eastern09,Control,Eastern09,7/6/2010,7/4/2010,7/15/2010,0,7/23/2010,f,0.5291,8/12/2010,20,0,0,yes,no,no
11,1,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,7/14/2010,5,7/22/2010,f,0.5947,8/5/2010,14,6.054038594,1064.189832,yes,yes,yes
12,1,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,7/14/2010,2,7/23/2010,m,0.7394,8/12/2010,20,5.161370997,380.7886551,yes,yes,yes
13,1,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,7/20/2010,4,7/28/2010,f,0.3899,8/2/2010,5,6.126294115,1156.50335,yes,yes,yes
14,1,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,7/15/2010,3,7/23/2010,m,0.5962,8/7/2010,15,5.562294054,604.1522985,yes,yes,yes
15,1,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
16,1,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
17,1,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,7/14/2010,3,7/22/2010,f,0.8283,8/7/2010,16,4.903095416,282.8427126,yes,yes,yes
18,1,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
19,1,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,7/13/2010,NA,7/22/2010,f,0.3461,8/7/2010,16,0,0,yes,yes,no
20,1,Eastern09,Control,Eastern09,7/4/2010,7/2/2010,7/14/2010,0,7/22/2010,m,0.8112,8/13/2010,22,0,0,yes,no,no
21,1,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,7/14/2010,5,7/22/2010,m,0.7828,8/1/2010,10,5.380213051,489.8979484,yes,yes,yes
22,1,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,7/14/2010,4,7/22/2010,f,0.7569,8/7/2010,16,6.068186233,1081.665383,yes,yes,yes
23,1,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,7/15/2010,4,7/23/2010,m,0.7041,7/30/2010,7,5.794140053,788.9866915,yes,yes,yes
24,1,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,7/14/2010,2,7/22/2010,m,0.7449,8/12/2010,21,4.628399149,206.1552814,yes,yes,yes
25,1,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
26,1,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,7/13/2010,3,7/21/2010,f,0.7896,8/6/2010,16,5.217486576,406.2019201,yes,yes,yes
27,1,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,7/14/2010,5,7/22/2010,f,0.4677,8/1/2010,10,6.133539228,1166.190379,yes,yes,yes
28,1,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,7/15/2010,3,7/23/2010,m,0.4379,8/2/2010,10,5.607456096,636.3961034,yes,yes,yes
29,1,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,7/14/2010,NA,7/22/2010,f,0.7271,8/12/2010,21,0,0,yes,yes,no
30,1,Eastern09,Control,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
31,1,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,7/14/2010,4,7/22/2010,m,0.6138,8/3/2010,12,5.462399495,538.5164804,yes,yes,yes
32,1,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,7/12/2010,3,7/21/2010,m,0.7244,8/6/2010,16,4.942013016,295.803989,yes,yes,yes
33,1,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,7/13/2010,NA,7/22/2010,m,0.5625,7/29/2010,7,6.008600598,1009.950494,yes,yes,yes
34,1,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,7/13/2010,3,7/22/2010,m,0.6482,8/6/2010,15,5.1903345,393.7003937,yes,yes,yes
35,1,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,7/18/2010,NA,7/26/2010,f,0.6689,7/29/2010,3,6.716599576,2281.916488,yes,yes,yes
36,1,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,7/14/2010,1,7/22/2010,f,0.5906,8/7/2010,16,4.676702753,217.9449473,yes,yes,yes
37,1,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
38,1,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,7/13/2010,2,7/22/2010,m,0.7187,8/12/2010,21,4.69897869,223.6067977,yes,yes,yes
39,1,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,7/13/2010,4,7/21/2010,f,0.6567,8/4/2010,14,5.466127355,540.8326912,yes,yes,yes
40,1,Eastern09,Control,Eastern09,7/4/2010,7/2/2010,7/14/2010,0,7/23/2010,m,0.5617,8/12/2010,20,0,0,yes,no,no
41,1,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,7/13/2010,NA,7/22/2010,f,0.5369,8/5/2010,14,5.484301263,552.2680507,yes,yes,yes
42,1,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,7/16/2010,4,7/24/2010,m,0.7415,8/2/2010,9,6.010724289,1012.422836,yes,yes,yes
43,1,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,7/15/2010,5,7/22/2010,m,0.6642,8/7/2010,16,5.153817912,377.4917218,yes,yes,yes
44,1,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,7/14/2010,5,7/22/2010,m,0.4682,7/31/2010,9,5.45863936,536.190265,yes,yes,yes
45,1,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,7/13/2010,4,7/22/2010,m,0.7514,8/7/2010,16,5.876507081,867.4675782,yes,yes,yes
46,1,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,7/14/2010,5,7/22/2010,f,0.6385,8/5/2010,14,6.032417682,1038.026975,yes,yes,yes
47,1,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,7/12/2010,5,7/21/2010,f,0.6279,7/31/2010,10,5.752049216,751.6648185,yes,yes,yes
48,1,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,7/13/2010,4,7/22/2010,m,0.7237,8/7/2010,16,5.153817912,377.4917218,yes,yes,yes
49,1,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
50,1,Eastern09,Control,Eastern09,7/4/2010,7/2/2010,7/13/2010,0,7/22/2010,m,0.6611,8/12/2010,21,0,0,yes,no,no
51,1,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,7/14/2010,4,7/23/2010,m,0.0094,8/2/2010,10,5.337461258,466.3689526,yes,yes,yes
52,1,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,7/12/2010,4,7/21/2010,f,0.6447,8/1/2010,11,5.84509866,836.6600261,yes,yes,yes
53,1,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,7/13/2010,2,7/21/2010,m,0.7781,8/6/2010,16,5.261265248,427.200187,yes,yes,yes
54,1,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,7/13/2010,3,7/21/2010,f,0.6263,8/6/2010,16,5.511884697,570.0877124,yes,yes,yes
55,1,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,7/15/2010,4,7/23/2010,m,1.2349,7/31/2010,8,6.72468547,2303.258561,yes,yes,yes
56,1,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,7/16/2010,4,7/24/2010,m,0.4401,7/25/2010,1,6.662462789,2144.032416,yes,yes,yes
57,1,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,7/13/2010,2,7/22/2010,m,0.7712,8/7/2010,16,4.574042849,193.6491674,yes,yes,yes
58,1,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,7/14/2010,4,7/23/2010,m,0.6539,7/28/2010,5,6.143015113,1178.982613,yes,yes,yes
59,1,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,7/14/2010,3,7/22/2010,f,0.6527,8/4/2010,13,6.081887499,1098.863049,yes,yes,yes
60,1,Eastern09,Control,Hawaiian,7/4/2010,7/2/2010,7/17/2010,0,7/25/2010,m,0.4117,8/13/2010,19,0,0,yes,no,no
61,1,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,7/15/2010,5,7/23/2010,f,0.6281,7/31/2010,8,6.007534845,1008.71205,yes,yes,yes
62,1,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
63,1,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,7/14/2010,3,7/23/2010,m,0.7062,8/7/2010,15,5.278755887,435.8898945,yes,yes,yes
64,1,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,7/15/2010,4,7/23/2010,f,0.6309,8/2/2010,10,5.876507081,867.4675782,yes,yes,yes
65,1,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,7/13/2010,3,7/22/2010,f,0.7104,8/7/2010,16,5.528275064,580.947502,yes,yes,yes
66,1,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,7/15/2010,5,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
67,1,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,NA,4,7/22/2010,f,0.7046,8/6/2010,15,5.821186538,813.9410297,yes,yes,yes
68,1,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,7/14/2010,4,7/22/2010,m,0.644,7/30/2010,8,5.750123299,750.0000001,yes,yes,yes
69,1,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,7/15/2010,4,7/23/2010,f,0.6842,8/2/2010,10,6.117271627,1144.552314,yes,yes,yes
70,1,Eastern09,Control,Hawaiian,7/4/2010,7/2/2010,7/13/2010,0,7/21/2010,f,0.6232,8/12/2010,22,0,0,yes,no,no
71,1,Eastern09,C1H17,Hawaiian,7/4/2010,7/2/2010,7/14/2010,4,7/22/2010,f,0.7813,8/1/2010,10,6.254064695,1339.776101,yes,yes,yes
72,1,Eastern09,C1H17,Hawaiian,7/4/2010,7/2/2010,7/13/2010,5,7/22/2010,f,0.6503,8/2/2010,11,6.13513297,1168.332145,yes,yes,yes
73,1,Eastern09,C1H17,Hawaiian,7/4/2010,7/2/2010,7/14/2010,4,7/22/2010,f,0.9145,8/3/2010,12,5.787106802,782.623792,yes,yes,yes
74,1,Eastern09,C1H17,Hawaiian,7/4/2010,7/2/2010,7/12/2010,4,7/21/2010,f,0.6323,8/1/2010,11,5.840420405,832.165849,yes,yes,yes
75,1,Eastern09,C1H17,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
76,1,Eastern09,C1H17,Hawaiian,7/4/2010,7/2/2010,7/13/2010,4,7/21/2010,f,0.7473,8/4/2010,14,5.830909941,823.1038821,yes,yes,yes
77,1,Eastern09,C1H17,Hawaiian,7/4/2010,7/2/2010,7/14/2010,4,7/22/2010,f,0.569,8/4/2010,13,5.767156608,764.8529266,yes,yes,yes
78,1,Eastern09,C1H17,Hawaiian,7/4/2010,7/2/2010,7/13/2010,3,7/21/2010,f,0.6351,8/5/2010,15,5.585461858,620.4836826,yes,yes,yes
79,1,Eastern09,C1H17,Hawaiian,7/4/2010,7/2/2010,7/15/2010,4,7/23/2010,m,0.584,8/5/2010,13,5.327360978,460.9772228,yes,yes,yes
80,1,Eastern09,Control,Hawaiian,7/4/2010,7/2/2010,7/14/2010,0,7/22/2010,m,0.823,8/15/2010,24,0,0,yes,no,no
81,1,Eastern09,C1H19,Hawaiian,7/4/2010,7/2/2010,7/15/2010,3,7/23/2010,m,1.0064,8/7/2010,15,5.604766964,634.4288772,yes,yes,yes
82,1,Eastern09,C1H19,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
83,1,Eastern09,C1H19,Hawaiian,7/4/2010,7/2/2010,7/14/2010,3,7/22/2010,f,0.9513,8/7/2010,16,5.837273334,829.1561974,yes,yes,yes
84,1,Eastern09,C1H19,Hawaiian,7/4/2010,7/2/2010,7/13/2010,3,7/21/2010,f,0.6652,8/1/2010,11,5.501745097,563.4713832,yes,yes,yes
85,1,Eastern09,C1H19,Hawaiian,7/4/2010,7/2/2010,7/13/2010,NA,7/22/2010,m,0.7668,8/7/2010,16,5.138305857,370.8099245,yes,yes,yes
86,1,Eastern09,C1H19,Hawaiian,7/4/2010,7/2/2010,7/14/2010,4,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
87,1,Eastern09,C1H19,Hawaiian,7/4/2010,7/2/2010,7/14/2010,4,7/22/2010,f,0.5967,7/29/2010,7,5.750123299,750.0000001,yes,yes,yes
88,1,Eastern09,C1H19,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
89,1,Eastern09,C1H19,Hawaiian,7/4/2010,7/2/2010,7/14/2010,4,7/22/2010,NA,1.3864,7/27/2010,5,6.947923669,2978.254523,yes,yes,yes
90,1,Eastern09,Control,Hawaiian,7/4/2010,7/2/2010,7/14/2010,0,7/23/2010,m,0.718,8/14/2010,22,0,0,yes,no,no
91,1,Eastern09,C1H20,Hawaiian,7/4/2010,7/2/2010,7/13/2010,5,7/21/2010,f,0.6673,8/3/2010,13,5.70113693,708.8723436,yes,yes,yes
92,1,Eastern09,C1H20,Hawaiian,7/4/2010,7/2/2010,7/14/2010,4,7/22/2010,f,0.7401,8/1/2010,10,5.922985334,915.1502606,yes,yes,yes
93,1,Eastern09,C1H20,Hawaiian,7/4/2010,7/2/2010,7/14/2010,3,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
94,1,Eastern09,C1H20,Hawaiian,7/4/2010,7/2/2010,7/15/2010,3,7/23/2010,m,0.7839,8/7/2010,15,4.829310207,259.8076212,yes,yes,yes
95,1,Eastern09,C1H20,Hawaiian,7/5/2010,7/3/2010,7/15/2010,4,7/23/2010,f,0.6451,8/7/2010,15,5.596598195,628.4902544,yes,yes,yes
96,1,Eastern09,C1H20,Hawaiian,7/5/2010,7/3/2010,7/15/2010,4,7/23/2010,f,0.4978,8/4/2010,12,5.801061216,795.2986856,yes,yes,yes
97,1,Eastern09,C1H20,Hawaiian,7/5/2010,7/3/2010,7/14/2010,3,7/23/2010,m,0.5426,8/7/2010,15,4.966146428,304.1381266,yes,yes,yes
98,1,Eastern09,C1H20,Hawaiian,7/5/2010,7/3/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
99,1,Eastern09,C1H20,Hawaiian,7/5/2010,7/3/2010,7/15/2010,4,7/23/2010,f,0.6795,8/1/2010,9,6.106361249,1130.265456,yes,yes,yes
100,1,Eastern09,Control,Hawaiian,7/5/2010,7/3/2010,7/13/2010,0,7/22/2010,f,0.7221,8/13/2010,22,0,0,yes,no,no
101,2,Eastern09,C1E14,Eastern09,7/3/2010,7/1/2010,7/12/2010,4,7/21/2010,m,0.6434,8/2/2010,12,6.24179568,1320.984481,yes,yes,yes
102,2,Eastern09,C1E14,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
103,2,Eastern09,C1E14,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
104,2,Eastern09,C1E14,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
105,2,Eastern09,C1E14,Eastern09,7/4/2010,7/2/2010,7/14/2010,3,7/22/2010,f,0.6162,8/6/2010,15,5.466127355,540.8326912,yes,yes,yes
106,2,Eastern09,C1E14,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
107,2,Eastern09,C1E14,Eastern09,7/4/2010,7/2/2010,7/14/2010,4,7/22/2010,f,0.7438,8/5/2010,14,5.28443299,438.7482194,yes,yes,yes
108,2,Eastern09,C1E14,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
109,2,Eastern09,C1E14,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
110,2,Eastern09,Control,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
111,2,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,7/14/2010,3,7/23/2010,m,0.5384,7/28/2010,5,6.233630834,1308.625233,yes,yes,yes
112,2,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,7/14/2010,5,7/22/2010,f,0.5401,8/1/2010,10,6.15305258,1192.686044,yes,yes,yes
113,2,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
114,2,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,7/14/2010,0,7/22/2010,f,0.4865,8/7/2010,16,0,0,yes,yes,no
115,2,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,7/13/2010,3,7/22/2010,m,0.8917,8/7/2010,16,5.929419437,921.9544461,yes,yes,yes
116,2,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,7/14/2010,4,7/22/2010,m,0.6467,8/5/2010,14,5.487846532,554.526825,yes,yes,yes
117,2,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
118,2,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
119,2,Eastern09,C1E17,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
120,2,Eastern09,Control,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
121,2,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
122,2,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
123,2,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,7/15/2010,4,7/23/2010,m,0.5805,8/1/2010,9,5.960233349,955.2486587,yes,yes,yes
124,2,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
125,2,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
126,2,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,7/13/2010,2,7/21/2010,m,0.6547,8/7/2010,17,5.122219156,364.0054945,yes,yes,yes
127,2,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,7/15/2010,2,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
128,2,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,7/14/2010,5,7/22/2010,m,0.6584,8/2/2010,11,6.110590047,1135.781669,yes,yes,yes
129,2,Eastern09,C1E18,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
130,2,Eastern09,Control,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
131,2,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
132,2,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
133,2,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
134,2,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,7/14/2010,3,7/22/2010,f,0.6541,8/3/2010,12,5.518515256,574.4562647,yes,yes,yes
135,2,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
136,2,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
137,2,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
138,2,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
139,2,Eastern09,C1E20,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
140,2,Eastern09,Control,Eastern09,7/4/2010,7/2/2010,7/14/2010,0,7/22/2010,f,0.6516,8/12/2010,21,0,0,yes,no,no
141,2,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
142,2,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
143,2,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
144,2,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
145,2,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
146,2,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
147,2,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
148,2,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,7/13/2010,5,7/21/2010,f,0.5797,8/4/2010,14,6.112270104,1137.980668,yes,yes,yes
149,2,Eastern09,C1E21,Eastern09,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
150,2,Eastern09,Control,Eastern09,7/4/2010,7/2/2010,7/14/2010,NA,7/22/2010,f,0.7447,8/15/2010,24,0,0,yes,no,no
151,2,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
152,2,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
153,2,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
154,2,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
155,2,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
156,2,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,7/16/2010,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
157,2,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,7/13/2010,3,7/21/2010,f,0.6296,7/27/2010,6,6.255272746,1341.640786,yes,yes,yes
158,2,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
159,2,Eastern09,C1H13,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
160,2,Eastern09,Control,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
161,2,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
162,2,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
163,2,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
164,2,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
165,2,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,7/17/2010,1,7/26/2010,m,0.4225,7/29/2010,3,5.487846532,554.526825,yes,yes,yes
166,2,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
167,2,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
168,2,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
169,2,Eastern09,C1H15,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
170,2,Eastern09,Control,Hawaiian,7/4/2010,7/2/2010,7/14/2010,0,7/22/2010,m,0.7205,8/21/2010,30,0,0,yes,no,no
171,2,Eastern09,C1H17,Hawaiian,7/4/2010,7/2/2010,7/14/2010,4,7/22/2010,f,0.7636,8/1/2010,10,5.898999819,890.2246908,yes,yes,yes
172,2,Eastern09,C1H17,Hawaiian,7/4/2010,7/2/2010,7/14/2010,5,7/22/2010,m,0.7609,8/3/2010,12,5.826075451,818.5352773,yes,yes,yes
173,2,Eastern09,C1H17,Hawaiian,7/4/2010,7/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
