Monarch,Lineage,Monarch Pop,Parasite,Parasite Pop,Inoc Date,Hatch Date,Pupation,Pupal Score,Emergence,Sex,Weight,Death,Longevity,Logspore,Sqrtspore,survived,inoculated,Infected
1066,7,Hawaiian,C1H18,Hawaiian,2/19/2010,2/17/2010,3/7/2010,0,3/15/2010,f,0.4875,4/7/2010,23,0,0,yes,yes,no
1067,7,Hawaiian,C1H18,Hawaiian,2/19/2010,2/17/2010,3/2/2010,0,3/11/2010,m,0.6465,4/6/2010,26,0,0,yes,yes,no
1068,7,Hawaiian,C1H18,Hawaiian,2/19/2010,2/17/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1069,7,Hawaiian,C1H18,Hawaiian,2/19/2010,2/17/2010,3/2/2010,0,3/11/2010,f,0.3858,3/26/2010,15,4.243062865,132.2875656,yes,yes,yes
1070,7,Hawaiian,Control,Hawaiian,2/19/2010,2/17/2010,3/3/2010,0,3/12/2010,m,0.499,4/7/2010,26,0,0,yes,no,no
1071,8,Hawaiian,C1H18,Hawaiian,2/21/2010,2/19/2010,3/3/2010,0,3/12/2010,m,0.41,3/25/2010,13,3.699056855,70.71067816,yes,yes,yes
1072,8,Hawaiian,C1H18,Hawaiian,2/21/2010,2/19/2010,3/3/2010,1,3/12/2010,m,0.5108,4/1/2010,20,4.98900907,312.2498999,yes,yes,yes
1073,8,Hawaiian,C1H18,Hawaiian,2/21/2010,2/19/2010,3/2/2010,0,3/11/2010,f,0.5432,4/3/2010,23,4.243062865,132.2875656,yes,yes,yes
1074,8,Hawaiian,C1H18,Hawaiian,2/21/2010,2/19/2010,3/2/2010,0,3/11/2010,m,0.6796,4/7/2010,27,3.398113692,50.00000002,yes,yes,yes
1075,8,Hawaiian,C1H18,Hawaiian,2/21/2010,2/19/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1076,8,Hawaiian,C1H18,Hawaiian,2/21/2010,2/19/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1077,8,Hawaiian,C1H18,Hawaiian,2/21/2010,2/19/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1078,8,Hawaiian,C1H18,Hawaiian,2/21/2010,2/19/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1079,8,Hawaiian,C1H18,Hawaiian,2/21/2010,2/19/2010,3/2/2010,1,3/10/2010,f,0.478,3/30/2010,20,4.628399149,206.1552814,yes,yes,yes
1080,8,Hawaiian,Control,Hawaiian,2/21/2010,2/19/2010,3/3/2010,0,3/12/2010,m,0.4509,3/28/2010,16,0,0,yes,no,no
1081,9,Hawaiian,C1H18,Hawaiian,3/3/2010,3/1/2010,3/14/2010,0,3/23/2010,m,0.5392,4/11/2010,19,0,0,yes,yes,no
1082,9,Hawaiian,C1H18,Hawaiian,3/3/2010,3/1/2010,3/13/2010,1,3/22/2010,m,0.6336,4/11/2010,20,5.000004343,316.227766,yes,yes,yes
1083,9,Hawaiian,C1H18,Hawaiian,3/3/2010,3/1/2010,3/13/2010,0,3/22/2010,m,0.5398,4/10/2010,19,3.398113692,50.00000002,yes,yes,yes
1084,9,Hawaiian,C1H18,Hawaiian,3/3/2010,3/1/2010,3/14/2010,0,3/23/2010,m,0.5171,3/30/2010,7,0,0,yes,yes,no
1085,9,Hawaiian,C1H18,Hawaiian,3/7/2010,3/5/2010,3/17/2010,0,3/26/2010,m,0.6037,4/2/2010,7,4.243062865,132.2875656,yes,yes,yes
1086,9,Hawaiian,C1H18,Hawaiian,3/7/2010,3/5/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1087,9,Hawaiian,C1H18,Hawaiian,3/7/2010,3/5/2010,3/19/2010,0,3/28/2010,m,0.2942,4/6/2010,9,4.35220182,150.0000001,yes,yes,yes
1088,9,Hawaiian,C1H18,Hawaiian,3/7/2010,3/5/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1089,9,Hawaiian,C1H18,Hawaiian,3/7/2010,3/5/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1090,9,Hawaiian,Control,Hawaiian,3/3/2010,3/1/2010,3/13/2010,0,3/22/2010,m,0.6361,4/24/2010,33,0,0,yes,no,no
1091,10,Hawaiian,C1H18,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1092,10,Hawaiian,C1H18,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1093,10,Hawaiian,C1H18,Hawaiian,2/28/2010,2/26/2010,3/10/2010,0,3/19/2010,m,0.4841,4/9/2010,21,0,0,yes,yes,no
1094,10,Hawaiian,C1H18,Hawaiian,2/28/2010,2/26/2010,3/10/2010,0,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1095,10,Hawaiian,C1H18,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1096,10,Hawaiian,C1H18,Hawaiian,2/28/2010,2/26/2010,3/9/2010,0,3/18/2010,m,0.5893,4/11/2010,24,0,0,yes,yes,no
1097,10,Hawaiian,C1H18,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1098,10,Hawaiian,C1H18,Hawaiian,2/28/2010,2/26/2010,3/11/2010,2,3/19/2010,f,0.3674,4/9/2010,21,4.720167576,229.1287849,yes,yes,yes
1099,10,Hawaiian,C1H18,Hawaiian,2/28/2010,2/26/2010,3/13/2010,0,3/22/2010,m,0.4121,4/11/2010,20,4.98900907,312.2498999,yes,yes,yes
1100,10,Hawaiian,Control,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1101,11,Hawaiian,C1E14,Eastern09,2/27/2010,2/25/2010,3/10/2010,0,3/19/2010,m,0.5902,4/11/2010,23,0,0,yes,yes,no
1102,11,Hawaiian,C1E14,Eastern09,2/27/2010,2/25/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1103,11,Hawaiian,C1E14,Eastern09,2/27/2010,2/25/2010,3/9/2010,0,3/18/2010,m,0.5882,4/11/2010,24,4.653222165,212.1320344,yes,yes,yes
1104,11,Hawaiian,C1E14,Eastern09,2/27/2010,2/25/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1105,11,Hawaiian,Control,Eastern09,2/27/2010,2/25/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1106,11,Hawaiian,C1E17,Eastern09,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1107,11,Hawaiian,C1E17,Eastern09,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1108,11,Hawaiian,C1E17,Eastern09,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1109,11,Hawaiian,C1E17,Eastern09,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1110,11,Hawaiian,Control,Eastern09,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1111,11,Hawaiian,C1E18,Eastern09,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1112,11,Hawaiian,C1E18,Eastern09,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1113,11,Hawaiian,C1E18,Eastern09,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1114,11,Hawaiian,C1E18,Eastern09,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1115,11,Hawaiian,Control,Eastern09,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1116,11,Hawaiian,C1E20,Eastern09,3/1/2010,2/27/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1117,11,Hawaiian,C1E20,Eastern09,3/1/2010,2/27/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1118,11,Hawaiian,C1E20,Eastern09,3/1/2010,2/27/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1119,11,Hawaiian,C1E20,Eastern09,3/1/2010,2/27/2010,3/10/2010,0,3/19/2010,m,0.5799,4/24/2010,36,0,0,yes,yes,no
1120,11,Hawaiian,Control,Eastern09,3/1/2010,2/27/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1121,11,Hawaiian,C1E21,Eastern09,3/2/2010,2/28/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1122,11,Hawaiian,C1E21,Eastern09,3/2/2010,2/28/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1123,11,Hawaiian,C1E21,Eastern09,3/2/2010,2/28/2010,3/17/2010,0,3/26/2010,f,0.274,4/11/2010,16,0,0,yes,yes,no
1124,11,Hawaiian,C1E21,Eastern09,3/2/2010,2/28/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1125,11,Hawaiian,Control,Eastern09,3/2/2010,2/28/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1126,11,Hawaiian,C1H13,Hawaiian,2/27/2010,2/25/2010,3/11/2010,1,3/20/2010,m,0.478,4/11/2010,22,4.795886966,250,yes,yes,yes
1127,11,Hawaiian,C1H13,Hawaiian,2/27/2010,2/25/2010,3/10/2010,0,3/19/2010,m,0.4799,4/11/2010,23,0,0,yes,yes,no
1128,11,Hawaiian,C1H13,Hawaiian,2/27/2010,2/25/2010,3/12/2010,1,3/21/2010,f,0.5031,4/11/2010,21,4.889307306,278.3882181,yes,yes,yes
1129,11,Hawaiian,C1H13,Hawaiian,2/27/2010,2/25/2010,3/12/2010,0,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1130,11,Hawaiian,Control,Hawaiian,2/27/2010,2/25/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1131,11,Hawaiian,C1H15,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1132,11,Hawaiian,C1H15,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1133,11,Hawaiian,C1H15,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1134,11,Hawaiian,C1H15,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1135,11,Hawaiian,Control,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1136,11,Hawaiian,C1H17,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1137,11,Hawaiian,C1H17,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1138,11,Hawaiian,C1H17,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1139,11,Hawaiian,C1H17,Hawaiian,2/28/2010,2/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1140,11,Hawaiian,Control,Hawaiian,2/28/2010,2/26/2010,3/13/2010,0,3/21/2010,f,0.4431,4/11/2010,21,0,0,yes,no,no
1141,11,Hawaiian,C1H19,Hawaiian,3/1/2010,2/27/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1142,11,Hawaiian,C1H19,Hawaiian,3/1/2010,2/27/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1143,11,Hawaiian,C1H19,Hawaiian,3/1/2010,2/27/2010,3/10/2010,0,3/18/2010,f,0.5941,4/21/2010,34,4.000043427,99.99999997,yes,yes,yes
1144,11,Hawaiian,C1H19,Hawaiian,3/1/2010,2/27/2010,3/12/2010,2,3/21/2010,f,0.5794,4/8/2010,18,5.295569299,444.4097209,yes,yes,yes
1145,11,Hawaiian,Control,Hawaiian,3/1/2010,2/27/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1146,11,Hawaiian,C1H20,Hawaiian,3/1/2010,2/27/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1147,11,Hawaiian,C1H20,Hawaiian,3/1/2010,2/27/2010,3/14/2010,1,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1148,11,Hawaiian,Control,Hawaiian,3/1/2010,2/27/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1149,11,Hawaiian,C1H18,Hawaiian,3/2/2010,2/28/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1150,11,Hawaiian,C1H18,Hawaiian,3/2/2010,2/28/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1151,11,Hawaiian,C1H18,Hawaiian,3/2/2010,2/28/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA
1152,11,Hawaiian,C1H18,Hawaiian,3/2/2010,2/28/2010,3/12/2010,0,3/21/2010,m,0.5617,4/11/2010,21,0,0,yes,yes,no
1153,11,Hawaiian,Control,Hawaiian,3/2/2010,2/28/2010,3/13/2010,0,3/22/2010,f,0.5044,4/11/2010,20,0,0,yes,no,no
1154,9,Hawaiian,Control,Eastern09,3/4/2010,3/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1155,9,Hawaiian,Control,Eastern09,3/4/2010,3/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1156,9,Hawaiian,Control,Eastern09,3/4/2010,3/2/2010,3/16/2010,0,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1157,9,Hawaiian,Control,Eastern09,3/4/2010,3/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1158,9,Hawaiian,Control,Hawaiian,3/5/2010,3/3/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1159,9,Hawaiian,Control,Hawaiian,3/6/2010,3/4/2010,3/16/2010,0,3/25/2010,m,0.6275,4/21/2010,27,0,0,yes,no,no
1160,9,Hawaiian,Control,Hawaiian,3/7/2010,3/5/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
1161,9,Hawaiian,Control,Hawaiian,3/8/2010,3/6/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA
